Record ID,Last Activity Date,State,Deal Stage,Close Date,Amount,Date of last meeting booked in meetings tool,Pipeline,Associated Product,Products,LMS,Associated Product IDs
18707425206,7/26/2024 8:00,North Carolina,Closed Lost ,7/8/2024 21:50,,,"South East (NC, SC, TN, MS, AL, GA, FL)",,,,
18654471754,7/26/2024 8:00,Oklahoma,Closed Lost ,6/21/2024 12:44,,,"South West (NM, AZ, OK, KS)",,,,
18512523879,7/26/2024 8:00,Virginia,Closed Lost,6/24/2024 10:15,3980,,VA,,,,
18408694934,7/26/2024 8:00,Florida,Closed Lost ,5/2/2024 13:17,,,"South East (NC, SC, TN, MS, AL, GA, FL)",,,,
18286675539,7/26/2024 8:00,Maine,Closed Lost ,5/20/2024 12:03,,,"Northeast (NJ, RI, MA, NH, ME, VT, CT)",,,,
18263777312,7/26/2024 8:00,Massachusetts,Closed Lost ,5/2/2024 13:27,,,"Northeast (NJ, RI, MA, NH, ME, VT, CT)",,,,
18175059249,7/26/2024 8:00,Colorado,Closed Lost ,6/18/2024 11:12,,,"Rocky Mountain (CO, UT, NV, ID, WY, MT)",,,,
18175059058,7/26/2024 8:00,Colorado,Circle Back ,,,,"Rocky Mountain (CO, UT, NV, ID, WY, MT)",,,,
18133352276,7/26/2024 8:00,Virginia,Closed Lost,6/10/2024 9:47,4776,,VA,,,,
18112418583,7/26/2024 8:00,North Carolina,Closed Lost ,6/25/2024 10:37,2388,,"South East (NC, SC, TN, MS, AL, GA, FL)",,CCR: Career &College; Readiness,,
18034260073,7/26/2024 8:00,Virginia,Circle Back ,,13500,,VA,,CCR: Career &College; IEP/SPED; Entrepreneurship,,
18033375395,7/26/2024 8:00,Virginia,Closed Lost,6/3/2024 10:58,,,VA,,,,
18032149923,7/26/2024 8:00,Virginia,Closed Lost,6/26/2024 10:58,,,VA,,,,
17972343355,7/26/2024 8:00,Virginia,Circle Back ,,,,VA,,,,
17926151264,7/26/2024 8:00,Virginia,Late Stage Meeting,,,,VA,,,,
17926150310,7/26/2024 8:00,Virginia,Contract Signed ,4/4/2024 11:32,2388,,VA,,,,
17925686020,7/26/2024 8:00,Virginia,Closed Lost,7/16/2024 11:09,1990,,VA,,,,
17873788849,7/26/2024 8:00,Texas,Circle Back ,,,,Texas,,,,
17856474955,7/26/2024 8:00,Virginia,Closed Lost,,,,VA,,,,
17856095107,7/26/2024 8:00,Virginia,Closed Lost,5/28/2024 11:25,,,VA,,,,
17855353381,7/26/2024 8:00,New York,Late Stage Meeting,,,,NYC Schools ,,,,
17791739977,7/26/2024 8:00,New York,Contract Signed,3/21/2024 10:34,2000,,NYC Schools ,,CCR: Career &College,,
17754514718,7/26/2024 8:00,Virginia,Closed Lost,7/8/2024 15:45,,,VA,,,,
17754108196,7/26/2024 8:00,Virginia,Closed Lost,6/1/2024 0:41,,,VA,,,,
17733461362,7/26/2024 8:00,Virginia,Closed Lost,,,,VA,,,,
17732410928,7/26/2024 8:00,Texas,Circle Back ,,,,Texas,,CCR: Career &College,,
17731619649,7/26/2024 8:00,Virginia,Circle Back ,,,,VA,,,,
17653784328,7/26/2024 8:00,Texas,Circle Back ,,,,Texas,,,,
17447362438,7/26/2024 8:00,Texas,Circle Back ,,,,Texas,,,,
17362291068,7/26/2024 8:00,New York,Closed Lost ,6/3/2024 14:11,,,NYC Schools ,,,,
17220860252,7/26/2024 8:00,,Demo,2/29/2024 15:42,,,"South (LA, AR, AL, MS)",,,,
17220934214,7/26/2024 8:00,,Demo,2/29/2024 15:40,,,"South (LA, AR, AL, MS)",,,,
17220855861,7/26/2024 8:00,,Demo,2/29/2024 15:16,,,"South (LA, AR, AL, MS)",,,,
17220250897,7/26/2024 8:00,Maryland,Closed Lost ,8/7/2024 5:53,,,"Mid Atlantic (MD, DE, DC)",,,,
17214918522,7/26/2024 8:00,New York,Closed Lost ,6/3/2024 15:19,2400,,NYC Schools ,,,,
17214816024,7/26/2024 8:00,New York,Closed Lost ,6/3/2024 15:09,,,NYC Schools ,,,,
17214815805,7/26/2024 8:00,New York,Closed Lost ,5/23/2024 11:48,,,NYC Schools ,,,,
17214838932,7/26/2024 8:00,New York,Closed Lost ,6/3/2024 14:16,,,NYC Schools ,,,,
17214838169,7/26/2024 8:00,New York,Closed Lost ,6/3/2024 14:17,,,NYC Schools ,,,,
17214740572,7/26/2024 8:00,New York,Closed Lost ,6/3/2024 14:18,,,NYC Schools ,,,,
17214813537,7/26/2024 8:00,New York,Closed Lost ,5/31/2024 10:13,2400,,NYC Schools ,,Readiness,,
17214565951,7/26/2024 8:00,New York,Closed Lost ,6/3/2024 14:20,,,NYC Schools ,,,,
17214565789,7/26/2024 8:00,New York,Closed Lost ,6/18/2024 15:56,,,NYC Schools ,,,,
17210294946,7/26/2024 8:00,Virginia,Closed Lost ,2/29/2024 0:58,,,Higher Ed ,,,,
17174484004,7/26/2024 8:00,Maryland,Closed Lost ,8/2/2024 14:00,,,"Mid Atlantic (MD, DE, DC)",,,,
17173134006,7/26/2024 8:00,New York,Contract Signed,4/5/2024 15:10,12000,,NYC Schools ,,CCR: Career &College,,
17120202412,7/26/2024 8:00,Texas,Circle Back ,,,,Texas,,,,
17100464301,7/26/2024 8:00,Texas,Circle Back ,,,,Texas,,,,
16909949743,7/26/2024 8:00,,Closed Lost ,6/18/2024 16:08,,,NYC Schools ,,,,
16908578630,7/26/2024 8:00,New York,Closed Lost ,6/3/2024 14:32,,,NYC Schools ,,,,
16490580374,7/26/2024 8:00,Texas,Circle Back ,2/28/2024 12:18,72000,,Texas,,,,
16453297036,7/26/2024 8:00,Maryland,Closed Lost ,8/7/2024 5:54,,,"Mid Atlantic (MD, DE, DC)",,,,
16401976725,7/26/2024 8:00,Texas,Circle Back ,3/22/2024 15:17,,,Texas,,,,
16359037703,7/26/2024 8:00,Delaware,Paid,5/22/2024 9:26,4800,,"Mid Atlantic (MD, DE, DC)",,,,
16326819859,7/26/2024 8:00,Texas,Paid ,6/27/2024 15:48,9850,,Higher Ed ,,,,
16250976368,7/26/2024 8:00,New York,Closed Lost ,6/3/2024 14:36,,,NYC Schools ,,,,
16250097771,7/26/2024 8:00,New York,Closed Lost ,6/3/2024 14:34,,,NYC Schools ,,,,
16159852410,7/26/2024 8:00,New York,Closed Lost ,6/3/2024 15:40,,,NYC Schools ,,Readiness,,
16059099028,7/26/2024 8:00,New York,Closed Lost ,6/3/2024 14:34,,,NYC Schools ,,,,
16041854271,7/26/2024 8:00,Maryland,Contract Signed,,0,,"Mid Atlantic (MD, DE, DC)",,,,
16042707988,7/26/2024 8:00,Maryland,Contract Signed,,0,,"Mid Atlantic (MD, DE, DC)",,,,
16003803294,7/26/2024 8:00,New York,Closed Lost ,6/3/2024 14:32,12000,,NYC Schools ,,,,
16003597365,7/26/2024 8:00,Virginia,Circle Back ,,,,VA,,,,
15893415578,7/26/2024 8:00,,Circle Back,,,,"Mid Atlantic (MD, DE, DC)",,,,
15755430780,7/26/2024 8:00,New York,Closed Lost ,6/5/2024 11:05,12000,,NYC Schools ,,,,
15691241369,7/26/2024 8:00,,Closed Lost ,8/7/2024 5:58,,,"Mid Atlantic (MD, DE, DC)",,,,
15560745802,7/26/2024 8:00,,Circle Back,,,,"Mid Atlantic (MD, DE, DC)",,,,
15377116480,7/26/2024 8:00,New York,Closed Lost ,6/3/2024 15:46,,,NYC Schools ,,,,
15258347354,7/26/2024 8:00,Texas,Circle Back ,11/6/2023 10:46,30000,,Texas,,,,
15169455917,7/26/2024 8:00,Pennsylvania,Contract Signed,11/10/2023 10:29,12000,,"Appalachia (TN, OH, KY, WV, PA) ",,,,
15124604256,7/26/2024 8:00,Texas,Circle Back ,11/10/2023 9:52,10000,,Texas,,,,
15124575264,7/26/2024 8:00,,Late Stage Meeting,12/31/2023 11:01,2000,,Higher Ed ,,,,
15124415305,7/26/2024 8:00,Virginia,Late Stage Meeting,12/31/2023 10:39,12000,,Higher Ed ,,,,
15124267423,7/26/2024 8:00,District of Columbia,Late Stage Meeting,1/1/2024 10:50,3000,,Higher Ed ,,,,
15123064443,7/26/2024 8:00,Texas,Circle Back ,,7000,,Texas,,,,
15111724868,7/26/2024 8:00,,Paid ,5/22/2024 14:09,9000,,Higher Ed ,,,,
15111724375,7/26/2024 8:00,,Late Stage Meeting,10/30/2023 10:51,12000,,Higher Ed ,,,,
14997818130,7/26/2024 8:00,,Closed Lost ,5/1/2024 10:17,12000,,Texas,,,,
14897583113,7/26/2024 8:00,New York,Paid ,5/22/2024 14:10,9000,,NYC Schools ,,Readiness,,
